text,label,text_length,word_count,created_at,processed_text,original_length,processed_length,compression_ratio
"In a press release, official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,145,23,2026-05-12,press release official government data release today show india gdp grow last quarter beat market expectation,145,109,0.7517241379310344
"The report states that official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,148,23,2026-05-12,state official government data release today show india gdp grow last quarter beat market expectation,148,101,0.6824324324324325
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! Share this with everyone you know!,1,155,23,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside share everyone,155,103,0.6645161290322581
ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! Share this with everyone you know!,1,155,22,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirm share everyone,155,107,0.6903225806451613
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
"According to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,149,23,2026-05-12,ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,149,99,0.6644295302013423
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! Share this with everyone you know!",1,157,25,2026-05-12,money safe government plan confiscate bank account official document leak share everyone,157,88,0.5605095541401274
SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth!,1,105,13,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,105,88,0.8380952380952381
"Government data shows scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,152,23,2026-05-12,government data show scientist discover new exoplanet habitable zone star research publish nature astronomy,152,107,0.7039473684210527
SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! Share this with everyone you know!,1,140,19,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth share everyone,140,103,0.7357142857142858
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨,1,109,15,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,109,88,0.8073394495412844
"According to official sources, the World Health Organization confirmed that the new COVID-19 variant shows reduced severity compared to previous strains based on preliminary data.",0,179,25,2026-05-12,official source world health organization confirm new covid variant show reduce severity compare previous strain base preliminary data,179,134,0.7486033519553073
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! Share this with everyone you know!,1,162,25,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont share everyone,162,108,0.6666666666666666
"In a press release, stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,132,23,2026-05-12,press release stock market close record high today sensex cross point first history,132,83,0.6287878787878788
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
"Government data shows scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,152,23,2026-05-12,government data show scientist discover new exoplanet habitable zone star research publish nature astronomy,152,107,0.7039473684210527
"In a press release, iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.",0,131,20,2026-05-12,press release isro successfully launch late satellite mission sriharikota spaceport morning,131,91,0.6946564885496184
"In a press release, stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,132,23,2026-05-12,press release stock market close record high today sensex cross point first history,132,83,0.6287878787878788
"According to official sources, the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.",0,146,21,2026-05-12,official source ministry health report vaccination coverage reach among eligible adult across country,146,101,0.6917808219178082
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨 Share this with everyone you know!,1,144,21,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth share everyone,144,103,0.7152777777777778
SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! Share this with everyone you know!,1,140,19,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth share everyone,140,103,0.7357142857142858
"In a press release, the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.",0,146,24,2026-05-12,press release reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,146,108,0.7397260273972602
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
